Expiry,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Underlying
5/17/2019,TSLA190517C00455000,0,0,0,0.03,0,0.9818,0.0012,0.0001,100,455,255.04
5/17/2019,TSLA190517C00460000,0,0,0,0.02,0,0.97,0.0009,0.0001,91,460,255.04
5/17/2019,TSLA190517C00465000,0,0,0,0.05,0,1.0578,0.0018,0.0001,2,465,255.04
5/17/2019,TSLA190517C00470000,0,0,0,0.05,0,1.0712,0.0017,0.0001,52,470,255.04
5/17/2019,TSLA190517C00480000,0,0,0.01,0.02,0,1.056,0.0011,0.0001,437,480,255.04
5/17/2019,TSLA190517C00490000,0,0,0,0.03,0,1.0865,0.001,0.0001,135,490,255.04
5/17/2019,TSLA190517C00500000,0,0,0,0.03,0,1.117,0.001,0.0001,2136,500,255.04
5/17/2019,TSLA190517C00510000,0,0,0,0.05,0,1.2084,0.0017,0.0001,72,510,255.04
5/17/2019,TSLA190517C00520000,0,0,0,0.05,0,1.2309,0.0016,0.0001,1,520,255.04
5/17/2019,TSLA190517C00530000,0,0,0,0.05,0,1.2541,0.0015,0.0001,16,530,255.04
5/17/2019,TSLA190517C00540000,0,0,0,0.03,0,1.2382,0.001,0.0001,6,540,255.04
5/17/2019,TSLA190517C00550000,0,0,0,0.01,0,1.1474,0.0003,0,53,550,255.04
5/17/2019,TSLA190517C00560000,0,0,0,0.03,0,1.2866,0.0009,0.0001,48,560,255.04
5/17/2019,TSLA190517C00570000,0,0,0,0.05,0,1.3608,0.0013,0.0001,41,570,255.04
5/17/2019,TSLA190517C00580000,0,0,0,0.05,0,1.3913,0.0014,0.0001,8,580,255.04
5/17/2019,TSLA190517C00590000,0,0,0,0.05,0,1.4299,0.0015,0.0001,11,590,255.04
5/17/2019,TSLA190517C00600000,0,0,0,0.01,0,1.2694,0.0003,0,119,600,255.04
5/17/2019,TSLA190517C00610000,0,0,0,0.01,0,1.2694,0.0002,0,340,610,255.04
5/24/2019,TSLA190524C00140000,0,0,113.85,98.2,0,0.02,0,0,0,140,255.04
5/24/2019,TSLA190524C00145000,0,0,109.6,93.4,0,0.02,0,0,0,145,255.04
5/24/2019,TSLA190524C00150000,104.11,9.56,103.85,106.55,1,1.53,0.9503,0.0011,5,150,255.04
5/24/2019,TSLA190524C00155000,0,0,99.6,83.6,0,0.02,0,0,0,155,255.04
5/24/2019,TSLA190524C00160000,0,0,93.85,78.8,0,0.02,0,0,0,160,255.04
5/24/2019,TSLA190524C00165000,0,0,89.65,73.95,0,0.02,0,0,0,165,255.04
5/24/2019,TSLA190524C00170000,0,0,83.95,69.2,0,0.02,0,0,0,170,255.04
5/24/2019,TSLA190524C00175000,0,0,79.75,80.85,0,1.0253,0.953,0.0016,1,175,255.04
5/24/2019,TSLA190524C00180000,0,0,74.05,60,0,0.02,0,0,0,180,255.04
5/24/2019,TSLA190524C00185000,0,0,69.9,53.9,0,0.02,0,0,0,185,255.04
5/24/2019,TSLA190524C00190000,59.38,3.98,64.3,66.3,1,0.78,0.9544,0.002,5,190,255.04
5/24/2019,TSLA190524C00195000,0,0,60.1,61.25,0,0.7583,0.9439,0.0024,45,195,255.04
5/24/2019,TSLA190524C00200000,51.76,5.66,54.4,57.15,4,0.7012,0.9396,0.0028,69,200,255.04
5/24/2019,TSLA190524C00205000,0,0,50.6,51.6,0,0.6729,0.9272,0.0034,230,205,255.04
5/24/2019,TSLA190524C00207500,49.35,10.15,48.2,49.4,1,0.662,0.9192,0.0037,0,207.5,255.04
5/24/2019,TSLA190524C00210000,0,0,45.95,46.85,2,0.6397,0.9137,0.0041,40,210,255.04
5/24/2019,TSLA190524C00212500,0,0,43.65,44.55,0,0.6272,0.9046,0.0045,200,212.5,255.04
5/24/2019,TSLA190524C00215000,42.15,9.5,41.3,42.1,8,0.6042,0.898,0.0049,28,215,255.04
5/24/2019,TSLA190524C00217500,0,0,39,39.9,0,0.5941,0.8863,0.0054,0,217.5,255.04
5/24/2019,TSLA190524C00220000,0,0,36.8,37.45,1,0.5762,0.8763,0.0059,29,220,255.04
5/24/2019,TSLA190524C00222500,0,0,34.7,35.55,0,0.5818,0.8564,0.0065,0,222.5,255.04
5/24/2019,TSLA190524C00225000,33.4,8.875,32.4,33.05,10,0.5554,0.8469,0.0071,49,225,255.04
5/24/2019,TSLA190524C00227500,30.2,7.55,30.3,30.95,1,0.5487,0.8286,0.0077,10,227.5,255.04
5/24/2019,TSLA190524C00230000,28.5,7.675,28.25,28.75,1,0.5377,0.8103,0.0084,68,230,255.04
5/24/2019,TSLA190524C00232500,27.3,8.25,26.25,26.75,10,0.5318,0.7885,0.0091,54,232.5,255.04
5/24/2019,TSLA190524C00235000,23.45,6.075,24.3,24.8,17,0.5258,0.765,0.0098,135,235,255.04
5/24/2019,TSLA190524C00237500,22.1,6.325,22.4,22.85,20,0.5181,0.7403,0.0104,62,237.5,255.04
5/24/2019,TSLA190524C00240000,21,6.775,20.6,21.05,73,0.5135,0.713,0.0111,297,240,255.04
5/24/2019,TSLA190524C00242500,19.23,6.455,18.85,19.25,36,0.5069,0.6847,0.0117,87,242.5,255.04
5/24/2019,TSLA190524C00245000,17.47,6.045,17.15,17.55,38,0.5007,0.6548,0.0123,162,245,255.04
5/24/2019,TSLA190524C00247500,15.95,5.8,15.55,15.9,50,0.4944,0.6234,0.0128,407,247.5,255.04
5/24/2019,TSLA190524C00250000,14.45,5.5,14,14.4,391,0.4892,0.5905,0.0133,879,250,255.04
5/24/2019,TSLA190524C00252500,12.24,4.365,12.6,13,108,0.4859,0.5566,0.0136,2331,252.5,255.04
5/24/2019,TSLA190524C00255000,11.55,4.65,11.25,11.5,737,0.4779,0.5219,0.0139,477,255,255.04
5/24/2019,TSLA190524C00257500,9.6,3.6,10,10.4,190,0.4768,0.4871,0.014,224,257.5,255.04
5/24/2019,TSLA190524C00260000,9,3.8,8.85,9.2,401,0.4722,0.4518,0.014,797,260,255.04
5/24/2019,TSLA190524C00262500,7.79,3.315,7.8,8.1,48,0.4681,0.4167,0.0139,189,262.5,255.04
5/24/2019,TSLA190524C00265000,6.3,2.45,6.85,7.15,191,0.4657,0.3826,0.0137,209,265,255.04
5/24/2019,TSLA190524C00267500,6.12,2.82,6,6.25,233,0.4629,0.3491,0.0134,178,267.5,255.04
5/24/2019,TSLA190524C00270000,5.28,2.455,5.2,5.5,246,0.4611,0.3171,0.0129,464,270,255.04
5/24/2019,TSLA190524C00272500,4.2,1.8,4.5,4.8,75,0.4596,0.2866,0.0124,94,272.5,255.04
5/24/2019,TSLA190524C00275000,4,1.935,3.9,4.15,192,0.458,0.2576,0.0118,329,275,255.04
5/24/2019,TSLA190524C00277500,3.2,1.445,3.35,3.6,75,0.4568,0.2305,0.0111,120,277.5,255.04
5/24/2019,TSLA190524C00280000,3,1.51,2.95,3.15,139,0.4593,0.2073,0.0104,317,280,255.04
5/24/2019,TSLA190524C00282500,2.61,1.36,2.54,2.7,66,0.4587,0.1841,0.0097,92,282.5,255.04
5/24/2019,TSLA190524C00285000,2.2,1.11,2.17,2.25,283,0.4557,0.1613,0.009,315,285,255.04
5/24/2019,TSLA190524C00287500,1.85,0.915,1.87,2.01,56,0.4594,0.1443,0.0083,90,287.5,255.04
5/24/2019,TSLA190524C00290000,1.64,0.83,1.61,1.75,76,0.4616,0.128,0.0076,169,290,255.04
5/24/2019,TSLA190524C00292500,1.41,0.71,1.38,1.52,153,0.4631,0.1129,0.0069,43,292.5,255.04
5/24/2019,TSLA190524C00295000,1.2,0.59,1.17,1.32,24,0.4643,0.0993,0.0063,75,295,255.04
5/24/2019,TSLA190524C00297500,1,0.47,1.02,1.16,31,0.4678,0.0881,0.0057,118,297.5,255.04
5/24/2019,TSLA190524C00300000,0.92,0.455,0.9,1.02,106,0.4723,0.0787,0.0052,477,300,255.04
5/24/2019,TSLA190524C00302500,0.72,0.32,0.77,0.85,29,0.4718,0.068,0.0047,41,302.5,255.04
5/24/2019,TSLA190524C00305000,0.63,0.28,0.67,0.8,48,0.4793,0.0619,0.0043,98,305,255.04
5/24/2019,TSLA190524C00307500,0.61,0.29,0.58,0.71,4,0.483,0.055,0.0039,25,307.5,255.04
5/24/2019,TSLA190524C00310000,0.5,0.21,0.51,0.63,26,0.4872,0.049,0.0035,163,310,255.04
5/24/2019,TSLA190524C00312500,0.47,0.205,0.45,0.57,18,0.4924,0.044,0.0032,42,312.5,255.04
5/24/2019,TSLA190524C00315000,0.43,0.195,0.4,0.52,39,0.4985,0.0399,0.0029,336,315,255.04
5/24/2019,TSLA190524C00317500,0.43,0.21,0.36,0.47,5,0.5039,0.036,0.0026,16,317.5,255.04
5/24/2019,TSLA190524C00320000,0.36,0.17,0.32,0.43,43,0.5099,0.0327,0.0024,88,320,255.04
5/24/2019,TSLA190524C00325000,0.3,0.135,0.26,0.36,35,0.5215,0.0271,0.002,69,325,255.04
5/24/2019,TSLA190524C00330000,0.12,-0.03,0.23,0.31,9,0.537,0.0234,0.0017,451,330,255.04
5/24/2019,TSLA190524C00335000,0.22,0.11,0.18,0.28,6,0.55,0.02,0.0015,73,335,255.04
5/24/2019,TSLA190524C00340000,0.21,0.115,0.15,0.24,23,0.5605,0.0167,0.0012,127,340,255.04
5/24/2019,TSLA190524C00345000,0,0,0.12,0.22,1,0.5754,0.0148,0.0011,76,345,255.04
5/24/2019,TSLA190524C00350000,0.11,0.05,0.1,0.16,51,0.578,0.0115,0.0009,129,350,255.04
5/24/2019,TSLA190524C00355000,0.14,0.095,0.08,0.18,4,0.5997,0.0111,0.0008,83,355,255.04
5/24/2019,TSLA190524C00360000,0.09,0.05,0.06,0.16,1,0.6081,0.0094,0.0007,81,360,255.04
5/24/2019,TSLA190524C00365000,0.09,0.04,0.04,0.1,12,0.5987,0.0064,0.0005,39,365,255.04
5/24/2019,TSLA190524C00370000,0.06,0.035,0.03,0.07,6,0.5965,0.0047,0.0004,13,370,255.04
5/24/2019,TSLA190524C00375000,0.07,0.04,0.02,0.06,3,0.5999,0.0037,0.0003,40,375,255.04
5/24/2019,TSLA190524C00380000,0,0,0,0.05,0,0.5927,0.0025,0.0002,21,380,255.04
5/24/2019,TSLA190524C00385000,0,0,0,0.09,0,0.6447,0.004,0.0003,6,385,255.04
5/24/2019,TSLA190524C00390000,0,0,0,0.08,0,0.6551,0.0035,0.0003,12,390,255.04
5/24/2019,TSLA190524C00395000,0,0,0,0.08,0,0.6708,0.0034,0.0003,21,395,255.04
5/24/2019,TSLA190524C00400000,0.05,0.025,0,0.07,10,0.679,0.003,0.0002,117,400,255.04
5/31/2019,TSLA190531C00140000,0,0,113.85,116.55,0,0.9775,0.9902,0.0003,0,140,255.04
5/31/2019,TSLA190531C00145000,0,0,109.6,110.75,0,0.9054,0.9908,0.0003,0,145,255.04
5/31/2019,TSLA190531C00150000,0,0,104.05,105.95,0,0.02,1,0.0004,4,150,255.04
5/31/2019,TSLA190531C00155000,0,0,99.65,100.8,0,0.8337,0.9882,0.0005,0,155,255.04
5/31/2019,TSLA190531C00160000,0,0,93.95,96.6,0,0.8085,0.9858,0.0006,0,160,255.04
5/31/2019,TSLA190531C00165000,0,0,89.75,90.9,0,0.7795,0.9833,0.0007,0,165,255.04
5/31/2019,TSLA190531C00170000,85.27,10.47,84.05,86.7,1,0.7479,0.9807,0.0009,101,170,255.04
5/31/2019,TSLA190531C00175000,0,0,79.9,81.05,0,0.7362,0.9749,0.0011,100,175,255.04
5/31/2019,TSLA190531C00180000,0,0,74.1,76.9,0,0.6858,0.9739,0.0012,0,180,255.04
5/31/2019,TSLA190531C00185000,0,0,70.15,71.3,0,0.6853,0.9641,0.0016,0,185,255.04
5/31/2019,TSLA190531C00190000,66.1,10.1,64.65,66.75,2,0.6317,0.9629,0.0018,6,190,255.04
5/31/2019,TSLA190531C00195000,0,0,60.55,61.65,0,0.6445,0.9462,0.0024,14,195,255.04
5/31/2019,TSLA190531C00200000,0,0,54.9,57.6,0,0.6124,0.9376,0.0028,18,200,255.04
5/31/2019,TSLA190531C00205000,0,0,51.1,52.2,0,0.6037,0.9202,0.0035,28,205,255.04
5/31/2019,TSLA190531C00207500,0,0,47.95,50.6,0,0.5892,0.9134,0.0038,0,207.5,255.04
5/31/2019,TSLA190531C00210000,47.15,9.3,46.55,47.55,2,0.5867,0.902,0.0042,21,210,255.04
5/31/2019,TSLA190531C00212500,0,0,44.25,45.05,0,0.5678,0.8952,0.0046,0,212.5,255.04
5/31/2019,TSLA190531C00215000,43.79,10.115,42.15,42.9,6,0.5689,0.8806,0.005,15,215,255.04
5/31/2019,TSLA190531C00217500,0,0,39.9,40.85,0,0.5651,0.8665,0.0055,0,217.5,255.04
5/31/2019,TSLA190531C00220000,37.55,7.95,37.7,38.45,13,0.5495,0.8557,0.0059,129,220,255.04
5/31/2019,TSLA190531C00222500,36.4,8.75,35.65,36.15,23,0.5404,0.8414,0.0064,0,222.5,255.04
5/31/2019,TSLA190531C00225000,34.35,8.575,33.55,34.05,12,0.5337,0.8249,0.0069,22,225,255.04
5/31/2019,TSLA190531C00227500,0,0,31.45,32,0,0.5263,0.8075,0.0075,17,227.5,255.04
5/31/2019,TSLA190531C00230000,29.65,7.575,29.45,29.95,25,0.5194,0.7886,0.008,175,230,255.04
5/31/2019,TSLA190531C00232500,21.17,0.795,27.5,27.95,5,0.5127,0.7682,0.0085,45,232.5,255.04
5/31/2019,TSLA190531C00235000,25.8,7.075,25.6,26.1,14,0.5081,0.7457,0.0091,108,235,255.04
5/31/2019,TSLA190531C00237500,24,6.875,23.8,24.2,21,0.5022,0.7224,0.0096,72,237.5,255.04
5/31/2019,TSLA190531C00240000,22.17,6.545,22,22.35,208,0.4951,0.6982,0.0101,589,240,255.04
5/31/2019,TSLA190531C00242500,20.45,6.3,20.25,20.7,49,0.4906,0.6719,0.0106,83,242.5,255.04
5/31/2019,TSLA190531C00245000,17.72,4.92,18.6,19.05,77,0.4855,0.6447,0.011,133,245,255.04
5/31/2019,TSLA190531C00247500,17.2,5.675,17,17.5,63,0.4808,0.6164,0.0114,156,247.5,255.04
5/31/2019,TSLA190531C00250000,15.7,5.375,15.5,15.9,201,0.4743,0.5873,0.0118,584,250,255.04
5/31/2019,TSLA190531C00252500,13.77,4.545,14.15,14.5,154,0.4716,0.5571,0.012,119,252.5,255.04
5/31/2019,TSLA190531C00255000,12.4,4.2,12.75,13.1,160,0.4654,0.5264,0.0123,157,255,255.04
5/31/2019,TSLA190531C00257500,11.6,4.325,11.5,11.85,23,0.4618,0.4953,0.0124,71,257.5,255.04
5/31/2019,TSLA190531C00260000,10.45,4.075,10.3,10.7,505,0.4581,0.464,0.0125,1307,260,255.04
5/31/2019,TSLA190531C00262500,9,3.375,9.25,9.55,29,0.4545,0.4327,0.0125,110,262.5,255.04
5/31/2019,TSLA190531C00265000,7.8,2.9,8.2,8.5,206,0.4498,0.4014,0.0124,687,265,255.04
5/31/2019,TSLA190531C00267500,7.3,3.025,7.3,7.6,33,0.4479,0.3713,0.0122,101,267.5,255.04
5/31/2019,TSLA190531C00270000,6.63,2.93,6.45,6.75,446,0.4452,0.3417,0.0119,567,270,255.04
5/31/2019,TSLA190531C00272500,5.7,2.475,5.7,5.95,111,0.4427,0.313,0.0115,124,272.5,255.04
5/31/2019,TSLA190531C00275000,5.2,2.405,5,5.3,229,0.4415,0.2861,0.0111,155,275,255.04
5/31/2019,TSLA190531C00277500,4.51,2.095,4.4,4.65,17,0.4401,0.2602,0.0106,111,277.5,255.04
5/31/2019,TSLA190531C00280000,3.9,1.795,3.85,4,377,0.4367,0.2346,0.0101,821,280,255.04
5/31/2019,TSLA190531C00282500,3.44,1.625,3.35,3.6,41,0.4379,0.2129,0.0096,80,282.5,255.04
5/31/2019,TSLA190531C00285000,2.96,1.39,2.98,3.15,168,0.4386,0.1926,0.009,168,285,255.04
5/31/2019,TSLA190531C00287500,2.29,0.915,2.6,2.74,16,0.4379,0.1727,0.0084,156,287.5,255.04
5/31/2019,TSLA190531C00290000,2.3,1.125,2.27,2.44,103,0.4394,0.1557,0.0078,416,290,255.04
5/31/2019,TSLA190531C00292500,1.8,0.765,1.97,2.1,28,0.4384,0.1386,0.0073,57,292.5,255.04
5/31/2019,TSLA190531C00295000,1.77,0.865,1.72,1.87,136,0.4403,0.1246,0.0067,114,295,255.04
5/31/2019,TSLA190531C00297500,1.58,0.775,1.52,1.67,6,0.4432,0.1124,0.0062,186,297.5,255.04
5/31/2019,TSLA190531C00300000,1.39,0.685,1.32,1.48,313,0.4449,0.1006,0.0057,815,300,255.04
5/31/2019,TSLA190531C00302500,1.24,0.615,1.15,1.28,6,0.4452,0.0892,0.0052,52,302.5,255.04
5/31/2019,TSLA190531C00305000,1.02,0.475,1.02,1.14,27,0.4485,0.0804,0.0048,161,305,255.04
5/31/2019,TSLA190531C00310000,0.85,0.405,0.81,0.9,18,0.4546,0.0651,0.004,188,310,255.04
5/31/2019,TSLA190531C00315000,0.67,0.3,0.64,0.7,95,0.4599,0.0523,0.0034,439,315,255.04
5/31/2019,TSLA190531C00320000,0.58,0.26,0.52,0.6,29,0.4702,0.0439,0.0028,159,320,255.04
5/31/2019,TSLA190531C00325000,0.5,0.235,0.43,0.54,148,0.4831,0.0379,0.0025,176,325,255.04
5/31/2019,TSLA190531C00330000,0.39,0.15,0.36,0.47,137,0.4942,0.0324,0.0021,196,330,255.04
5/31/2019,TSLA190531C00335000,0.35,0.15,0.31,0.41,70,0.5055,0.0279,0.0018,105,335,255.04
5/31/2019,TSLA190531C00340000,0.26,0.08,0.27,0.36,7,0.517,0.0243,0.0016,88,340,255.04
5/31/2019,TSLA190531C00345000,0.25,0.08,0.23,0.33,5,0.5295,0.0215,0.0014,20,345,255.04
5/31/2019,TSLA190531C00350000,0.22,0.045,0.2,0.3,17,0.5416,0.0191,0.0012,139,350,255.04
5/31/2019,TSLA190531C00355000,0.2,0.06,0.17,0.27,48,0.5516,0.0167,0.0011,74,355,255.04
5/31/2019,TSLA190531C00360000,0.17,0.045,0.15,0.25,15,0.5641,0.0151,0.001,42,360,255.04
5/31/2019,TSLA190531C00365000,0.14,0.03,0.13,0.23,2,0.5749,0.0135,0.0009,33,365,255.04
5/31/2019,TSLA190531C00370000,0.14,0.035,0.11,0.2,7,0.5824,0.0117,0.0008,2,370,255.04
5/31/2019,TSLA190531C00375000,0.14,0.045,0.09,0.19,1,0.594,0.0106,0.0007,22,375,255.04
5/31/2019,TSLA190531C00380000,0,0,0.08,0.18,0,0.6058,0.0098,0.0006,114,380,255.04
5/31/2019,TSLA190531C00385000,0,0,0.06,0.17,0,0.6141,0.0087,0.0006,16,385,255.04
5/31/2019,TSLA190531C00390000,0,0,0.05,0.15,0,0.6182,0.0074,0.0005,6,390,255.04
5/31/2019,TSLA190531C00395000,0,0,0.06,0.1,0,0.6216,0.0062,0.0004,7,395,255.04
5/31/2019,TSLA190531C00400000,0.1,0.06,0.06,0.13,30,0.6461,0.0067,0.0004,153,400,255.04
6/7/2019,TSLA190607C00140000,0,0,114.65,115.75,0,0.863,0.9906,0.0003,0,140,255.04
6/7/2019,TSLA190607C00145000,0,0,108.9,111.6,0,0.8389,0.9889,0.0004,0,145,255.04
6/7/2019,TSLA190607C00150000,0,0,104.7,105.85,0,0.8019,0.9877,0.0005,3,150,255.04
6/7/2019,TSLA190607C00155000,0,0,99,101.65,0,0.774,0.9857,0.0006,0,155,255.04
6/7/2019,TSLA190607C00160000,0,0,94.85,96,0,0.7613,0.9818,0.0007,20,160,255.04
6/7/2019,TSLA190607C00165000,0,0,89.2,91.85,0,0.7416,0.978,0.0009,0,165,255.04
6/7/2019,TSLA190607C00170000,0,0,85.05,86.2,0,0.7182,0.9738,0.001,2,170,255.04
6/7/2019,TSLA190607C00175000,0,0,79.45,82.1,0,0.701,0.9679,0.0013,0,175,255.04
6/7/2019,TSLA190607C00180000,0,0,75.35,76.5,0,0.68,0.9616,0.0015,10,180,255.04
6/7/2019,TSLA190607C00185000,0,0,69.65,72.4,0,0.6482,0.9564,0.0018,10,185,255.04
6/7/2019,TSLA190607C00190000,0,0,65.8,66.85,0,0.64,0.9448,0.0022,0,190,255.04
6/7/2019,TSLA190607C00195000,0,0,60.2,62.9,0,0.617,0.9349,0.0026,0,195,255.04
6/7/2019,TSLA190607C00200000,49.44,2.04,56.45,57.5,3,0.6086,0.9188,0.0031,8,200,255.04
6/7/2019,TSLA190607C00205000,51.35,8.175,51.9,52.95,10,0.5951,0.9015,0.0037,10,205,255.04
6/7/2019,TSLA190607C00207500,0,0,49.65,50.65,0,0.5862,0.8925,0.004,0,207.5,255.04
6/7/2019,TSLA190607C00210000,0,0,47.4,48.25,0,0.5727,0.8844,0.0043,0,210,255.04
6/7/2019,TSLA190607C00212500,0,0,45.2,46.2,0,0.5709,0.8714,0.0047,0,212.5,255.04
6/7/2019,TSLA190607C00215000,0,0,43.1,43.95,1,0.564,0.8593,0.005,11,215,255.04
6/7/2019,TSLA190607C00217500,0,0,40.9,41.75,0,0.5542,0.8474,0.0054,0,217.5,255.04
6/7/2019,TSLA190607C00220000,39,8.05,38.8,39.45,7,0.5431,0.8351,0.0058,3,220,255.04
6/7/2019,TSLA190607C00222500,0,0,36.75,37.65,0,0.5444,0.8173,0.0062,0,222.5,255.04
6/7/2019,TSLA190607C00225000,34.14,6.965,34.75,35.3,1,0.5316,0.8035,0.0067,37,225,255.04
6/7/2019,TSLA190607C00227500,0,0,32.7,33.5,0,0.5288,0.7852,0.0071,1,227.5,255.04
6/7/2019,TSLA190607C00230000,31.2,7.475,30.8,31.3,6,0.5185,0.7684,0.0075,30,230,255.04
6/7/2019,TSLA190607C00232500,28.45,6.475,28.9,29.4,4,0.5131,0.7489,0.0079,33,232.5,255.04
6/7/2019,TSLA190607C00235000,26.6,6.3,27.05,27.55,44,0.5076,0.7283,0.0084,67,235,255.04
6/7/2019,TSLA190607C00237500,25.9,7.075,25.25,25.7,18,0.5012,0.707,0.0088,37,237.5,255.04
6/7/2019,TSLA190607C00240000,24,6.725,23.5,24,26,0.4966,0.6842,0.0092,554,240,255.04
6/7/2019,TSLA190607C00242500,22,6.175,21.8,22.3,16,0.491,0.6607,0.0096,80,242.5,255.04
6/7/2019,TSLA190607C00245000,21,6.55,20.2,20.65,70,0.4859,0.6361,0.0099,54,245,255.04
6/7/2019,TSLA190607C00247500,18.75,5.6,18.65,19.05,21,0.4805,0.6108,0.0102,106,247.5,255.04
6/7/2019,TSLA190607C00250000,17.44,5.49,17.2,17.55,44,0.4763,0.5845,0.0105,218,250,255.04
6/7/2019,TSLA190607C00252500,16.03,5.23,15.75,16.15,25,0.4717,0.5577,0.0107,96,252.5,255.04
6/7/2019,TSLA190607C00255000,14.7,4.95,14.45,14.8,82,0.4682,0.5305,0.0109,40,255,255.04
6/7/2019,TSLA190607C00257500,12.45,3.65,13.15,13.5,35,0.4633,0.5027,0.011,23,257.5,255.04
6/7/2019,TSLA190607C00260000,12,4.175,11.95,12.3,130,0.4595,0.4749,0.0111,163,260,255.04
6/7/2019,TSLA190607C00262500,11,3.975,10.85,11.2,30,0.4567,0.4472,0.0111,40,262.5,255.04
6/7/2019,TSLA190607C00265000,9.52,3.27,9.8,10.1,20,0.4525,0.4192,0.0111,51,265,255.04
6/7/2019,TSLA190607C00267500,9.05,3.475,8.8,9.1,11,0.4486,0.3916,0.011,31,267.5,255.04
6/7/2019,TSLA190607C00270000,8,3.1,7.95,8.25,115,0.4476,0.3653,0.0108,159,270,255.04
6/7/2019,TSLA190607C00272500,7.27,2.92,7.1,7.4,12,0.4443,0.3388,0.0106,27,272.5,255.04
6/7/2019,TSLA190607C00275000,6.49,2.69,6.35,6.65,15,0.4424,0.3136,0.0103,218,275,255.04
6/7/2019,TSLA190607C00277500,5.5,2.15,5.65,5.95,30,0.4402,0.2891,0.01,40,277.5,255.04
6/7/2019,TSLA190607C00280000,5.27,2.305,5.05,5.35,43,0.4396,0.2664,0.0096,109,280,255.04
6/7/2019,TSLA190607C00282500,4.45,1.825,4.45,4.75,77,0.4372,0.2437,0.0092,114,282.5,255.04
6/7/2019,TSLA190607C00285000,3.9,1.62,3.95,4.25,29,0.4366,0.2231,0.0088,58,285,255.04
6/7/2019,TSLA190607C00287500,3.5,1.505,3.5,3.75,16,0.435,0.2031,0.0083,38,287.5,255.04
6/7/2019,TSLA190607C00290000,3.15,1.385,3.1,3.35,87,0.435,0.1851,0.0079,157,290,255.04
6/7/2019,TSLA190607C00295000,2.54,1.175,2.48,2.67,28,0.4368,0.1539,0.007,317,295,255.04
6/7/2019,TSLA190607C00300000,2,0.905,1.97,2.02,255,0.4356,0.1252,0.0061,336,300,255.04
6/7/2019,TSLA190607C00305000,1.58,0.73,1.54,1.64,61,0.4385,0.1031,0.0053,50,305,255.04
6/7/2019,TSLA190607C00310000,1.26,0.57,1.23,1.39,103,0.4456,0.0867,0.0046,110,310,255.04
6/7/2019,TSLA190607C00315000,1.02,0.455,1.01,1.1,12,0.4498,0.0716,0.0039,49,315,255.04
6/7/2019,TSLA190607C00320000,0.84,0.365,0.82,0.95,11,0.4576,0.0606,0.0034,80,320,255.04
6/7/2019,TSLA190607C00325000,0.74,0.335,0.69,0.79,4,0.465,0.0514,0.0029,42,325,255.04
6/7/2019,TSLA190607C00330000,0.65,0.295,0.58,0.68,4,0.4731,0.0439,0.0025,11,330,255.04
6/7/2019,TSLA190607C00335000,0.5,0.185,0.49,0.59,7,0.4815,0.0378,0.0022,16,335,255.04
6/7/2019,TSLA190607C00340000,0.46,0.19,0.43,0.52,11,0.4916,0.0332,0.0019,2,340,255.04
6/7/2019,TSLA190607C00345000,0,0,0.37,0.47,1,0.5016,0.0293,0.0017,7,345,255.04
6/7/2019,TSLA190607C00350000,0.38,0.12,0.35,0.42,29,0.5142,0.0266,0.0015,135,350,255.04
6/14/2019,TSLA190614C00140000,0,0,114.15,116.45,0,0.8699,0.9841,0.0005,0,140,255.04
6/14/2019,TSLA190614C00145000,0,0,108.1,112.8,0,0.8618,0.98,0.0006,0,145,255.04
6/14/2019,TSLA190614C00150000,0,0,104.3,106.55,0,0.8029,0.9804,0.0006,0,150,255.04
6/14/2019,TSLA190614C00155000,0,0,98.3,102.8,0,0.7871,0.9762,0.0008,0,155,255.04
6/14/2019,TSLA190614C00160000,0,0,94.5,96.75,0,0.757,0.9732,0.0009,0,160,255.04
6/14/2019,TSLA190614C00165000,0,0,88.5,93.05,0,0.7396,0.968,0.0011,0,165,255.04
6/14/2019,TSLA190614C00170000,0,0,84.8,87.05,0,0.719,0.9624,0.0013,0,170,255.04
6/14/2019,TSLA190614C00175000,0,0,78.7,83.35,0,0.6886,0.9578,0.0015,0,175,255.04
6/14/2019,TSLA190614C00180000,0,0,75.2,77.4,0,0.678,0.9484,0.0018,0,180,255.04
6/14/2019,TSLA190614C00185000,0,0,70.4,74,0,0.719,0.9251,0.0022,0,185,255.04
6/14/2019,TSLA190614C00190000,0,0,65.7,67.9,0,0.6373,0.9295,0.0024,0,190,255.04
6/14/2019,TSLA190614C00195000,0,0,61.1,63.2,0,0.6203,0.9168,0.0028,0,195,255.04
6/14/2019,TSLA190614C00200000,0,0,56.55,58.65,0,0.6064,0.9013,0.0033,0,200,255.04
6/14/2019,TSLA190614C00205000,0,0,52.1,53.9,0,0.5847,0.8859,0.0038,0,205,255.04
6/14/2019,TSLA190614C00207500,0,0,49.95,51.65,0,0.5784,0.8758,0.0041,0,207.5,255.04
6/14/2019,TSLA190614C00210000,0,0,47.75,49.55,0,0.5736,0.8645,0.0044,0,210,255.04
6/14/2019,TSLA190614C00212500,0,0,45.55,47.25,0,0.5622,0.8548,0.0047,0,212.5,255.04
